nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire,secteur,secteur_secondaire,exclu
maison du pharillon (la),"2410, rue Nicolet Mercier—Hochelaga-Maisonneuve Montréal QC H1W 3L4",Centre de réadaptation interne d'une durée de 90 jours avec repas et commodités. Programme distinct pour les dépendances aux substances. Ateliers de cheminement personnel et de connaissance de soi. Re...,514 254-8560,intervenants@pharillon.org,www.pharillon.org,le Québec,hommes de 18 ans et plus alcooliques ou toxicomanes,provincial,soutien_vulnerabilite,sante,non
cirque hors piste,"3622, rue Hochelaga Mercier—Hochelaga-Maisonneuve Montréal QC H1W 1J1",Espace alternatif et inclusif de création. Apprentissage individuel et collectif à travers les arts du cirque. Ateliers hebdomadaires: intervention en cirque social. Cirko-vélo: intervention dans les ...,514 523-6363,info@cirquehorspiste.com,cirquehorspiste.com/fr,Grand Montréal,"jeunes marginalisé·e·s, aristes de cirque",grand_montreal,arts_culture_medias,soutien_vulnerabilite,oui
fondation marie-vincent,"4100, rue Molson, 4e étage Rosemont—La Petite-Patrie Montréal QC H1Y 3N1","Prévention de la violence sexuelle faite aux enfants et aux adolescent·e·s. Sensibilisation auprès des enfants, parents et personnes intervenantes des milieux communautaire, scolaire et de la santé. S...",514 285-0505,info@marie-vincent.org,marie-vincent.org,le Québec,"enfants, filles ayant subi l'excision, personnes adolescentes, parents, personnes intervenantes",provincial,soutien_vulnerabilite,developpement_enfants_familles,non
clinique juridique de saint-michel,"3737, boulevard Crémazie Est, bureau 801 Villeray—Saint-Michel—Parc-Extension Montréal QC H1Z 2K4",Consultation juridique gratuite. Bibliothèque juridique en ligne.,514 621-4737,info@cjsm.ca,www.cjsm.ca,île de Montréal,grand public,montreal,defense_droits,,non
cap st-barnabé - refuge étape (l') - hommes,"2345, rue de Chambly Mercier—Hochelaga-Maisonneuve Montréal QC H1W 3J6",Centre d'hébergement d'urgence pour hommes en situation d'itinérance. Service de repas. Douche et buanderie. Suivi psychosocial. Aide au logement.,514 251-2081,info@capstbarnabe.org,www.capstbarnabe.org,île de Montréal,"hommes en situation d'itinérance, vulnérables, en état de précarité ou sans ressources (un animal de compagnie par personne acceptés)",montreal,soutien_vulnerabilite,logement,non
cap st-barnabé - refuge étape (l') - couples,"2345, rue de Chambly Mercier—Hochelaga-Maisonneuve Montréal QC H1W 3J6",Centre d'hébergement d'urgence pour personnes en situation d'itinérance. Service de repas. Douche et buanderie. Suivi psychosocial. Aide au logement.,514 251-2081,info@capstbarnabe.org,www.capstbarnabe.org,île de Montréal,"personnes sans enfants en situation d'itinérance, vulnérables, en état de précarité ou sans ressources (un animal de compagnie par personne acceptés)",montreal,soutien_vulnerabilite,logement,non
cap st-barnabé - refuge étape (l') - femmes,"2345, rue de Chambly Mercier—Hochelaga-Maisonneuve Montréal QC H1W 3J6",Centre d'hébergement d'urgence pour femmes en situation d'itinérance. Service de repas. Douche et buanderie. Suivi psychosocial. Aide au logement.,514 251-2081,info@capstbarnabe.org,www.capstbarnabe.org,île de Montréal,"femmes sans enfants en situation d'itinérance, vulnérables, en état de précarité ou sans ressources (un animal de compagnie par personne acceptés)",montreal,soutien_vulnerabilite,logement,non
audition québec,"2222, avenue Laurier Est, bureau 012.2 Le Plateau-Mont-Royal Montréal QC H2H 1C4","Information et référence pour les personnes adultes malentendantes ou devenues sourdes, les membres de leur entourage et toutes les personnes avec qui elles sont en interaction. Développement d'outils...",1 888 665-1050,info@auditionquebec.org,auditionquebec.org,le Québec,"personnes malentendantes, sourdes et devenues sourdes de 18 ans et plus",provincial,sante,,non
centre culturel algérien,"2348, rue Jean-Talon Est, bureau 307 Villeray—Saint-Michel—Parc-Extension Montréal QC H2E 1V7",Accueil et orientation des personnes nouvellement arrivées. Aide à la recherche d'emploi. Orientation professionnelle. Aide à la rédaction de CV. Soutien psychologique et matériel ponctuel et référenc...,514 721-4680,info@ccacanada.org,ccacanada.org,le Québec,"accueil des personnes nouvellement arrivées: de toute origine et en particulier des communautés algérienne et maghrébine, cours: enfants de 6 ans et plus",provincial,autres_missions_sociales,emploi,non
gang à rambrou (la),"3920, rue de Rouen Mercier—Hochelaga-Maisonneuve Montréal QC H1W 1N3","Organisme spécialisé qui vise l'inclusion sociale par l'utilisation de médias artistiques tels les arts de la scène et les arts visuels. Participation sociale, intégration et inclusion. Ateliers en ar...",438 333-4264 poste 220,rambrou@gmail.com,rambrou.ca,Grand Montréal,"personnes vivant avec une déficience intellectuelle ou un trouble du spectre de l'autisme, personnes sans handicap",grand_montreal,arts_culture_medias,soutien_vulnerabilite,oui
prolongement à la famille de montréal (un),"2194 avenue de la Salle, bureau 200 Mercier—Hochelaga-Maisonneuve Montréal QC H1V 2K8","Éducation communautaire. Halte-répit de jour: arts plastiques, ateliers d'échanges et de discussions, exercices physiques, etc. Intégration aux loisirs communautaires et sorties culturelles. Activités...",514 504-7989,info@upfm.ca,www.upfm.ca,île de Montréal,"personnes de 21 ans et plus vivant avec une déficience intellectuelle légère ou moyenne, avec ou sans comorbidité",montreal,sante,developpement_communautaire,non
boulot vers... (le),"4447, rue de Rouen Mercier—Hochelaga-Maisonneuve Montréal QC H1V 1H1","Entreprise d'insertion sociale. Stage de formation rémunéré de 4 à 6 mois, carte Opus gratuite durant le stage au besoin. Formation socioprofessionnelle personnalisée. Orientation scolaire et professi...",514 259-2312,info@boulotvers.org,boulotvers.org,Grand Montréal,jeunes adultes de 16 à 29 ans ayant besoin d'un accompagnement et d'aide pour stabiliser leur situation de vie et définir un projet professionnel ou de retour aux études,grand_montreal,emploi,education_formation,non
distributions l'escalier (les),"4455, rue de Rouen Mercier—Hochelaga-Maisonneuve Montréal QC H1V 1H1",Entreprise d'insertion en emploi spécialisée dans la vente et la distribution d'aliments fins québécois. Ateliers de formation. Accompagnement psychosocial.,514 529-5974,info@lescalier.ca,www.lescalier.ca,Grand Montréal,jeunes adultes de 18 à 35 ans en difficulté au niveau personnel ou professionnel,grand_montreal,emploi,bien_etre_alimentaire,non
fédération de l'âge d'or du québec,"7665, boulevard Lacordaire Saint-Léonard Montréal QC H1S 2A7","Promotion du mieux-être et défense des droits des personnes aînées. Information. Promotion des sports et des loisirs éducatifs, culturels, humanitaires et communautaires. Programme Aîné-Avisé. Atelier...",1 800 554-9058,info@fadoq.ca,www.fadoq.ca,le Québec,personnes âgées de 50 ans et plus,provincial,sante,defense_droits,non
kéroul,"7665, boulevard Lacordaire Saint-Léonard Montréal QC H1S 2A7",Promotion du tourisme accessible pour les personnes vivant avec une capacité physique restreinte. Base de données des endroits touristiques accessibles au Québec. Sensibilisation des acteurs du milieu...,514 252-3104,info@keroul.qc.ca,www.keroul.qc.ca,le Québec,personnes vivant avec une capacité physique restreinte,provincial,sports_loisirs_tourisme,soutien_vulnerabilite,oui
association sportive des sourds du québec,"7665,  boulevard Lacordaire Saint-Léonard Montréal QC H1S 2A7",Contribution à la réussite et au rayonnement des athlètes de haut niveau sourd·e·s et malentendant·e·s. Promotion de la pratique du sport de haut niveau. Organisation de camps d'entrainements et tourn...,,info@assq.org,www.assq.org,le Québec,personnes sourdes et malentendantes,provincial,sports_loisirs_tourisme,sante,oui
association québécoise de la douleur chronique,"7665, boulevard Lacordaire Saint-Léonard Montréal QC H1S 2A7","Améliore la qualité de vie des personnes qui vivent avec la douleur chronique et de leurs proches aidant·e·s. Ligne d'écoute. Groupes d'entraide en présentiel et en virtuel. Conférences, documentation...",1 855 230-4198,aqdc@douleurquebec.ca,douleurquebec.ca,le Québec,"personnes vivant avec la douleur chronique, leurs proches",provincial,sante,soutien_vulnerabilite,non
association québécoise des sports pour paralytiques cérébraux,"7655 boulevard Lacordaire, 3e étage Saint-Léonard Montréal QC H1S 2A7",Promotion de l'activité physique pour les personnes ayant des limitations fonctionnelles et développement et encadrement du boccia. Club de sport et entraînements. Programme de Développement,514 252-3143,info@aqspc.ca,www.aqspc.ca,le Québec,personnes vivant avec la paralysie cérébrale et autres déficience physique majeure,provincial,sports_loisirs_tourisme,sante,oui
parents orphelins,"7665, boulevard Lacordaire Saint-Léonard Montréal QC H1S 2A7","Soutien et information pour parents vivant un deuil périnatal. Groupe d'entraide mensuel sous forme de café-causerie, animé par un·e membre-parent. Activités et ateliers thématiques sur une base ponct...",514 686-4880,info@parentsorphelins.org,parentsorphelins.org,le Québec,"parents vivant un deuil périnatal ou une grossesse à la suite d'un décès périnatal, personnes proches d'un parent",provincial,sante,soutien_vulnerabilite,non
clinique multidisciplinaire horizon,"6777, rue de Bordeaux Rosemont—La Petite-Patrie Montréal QC H2G 2S3",Service de santé mentale. Psychologie. Ergothérapie. Sexologie. Art-thérapie. Psychothérapie. Thérapie en relation d'aide.,514 374-3445,info@centredaidedebordeaux.com,www.cmhorizon.com,Grand Montréal,personnes de 16 ans et plus,grand_montreal,sante,,non
habitations du réseau de l'académie (les),"2414, avenue Mont-Royal Est Le Plateau-Mont-Royal Montréal QC H2H 1L1","Logement social communautaire. Appartements, chambres et studios. Habitations Mont-Royal: logements accessibles aux personnes en fauteuil roulant.",514 658-8013,info@resac.org,www.resac.org,île de Montréal,"personnes de 18 ans et plus à risque d'itinérance avec ou sans troubles de santé mentale, personnes de 60 ans et plus à risque d'itinérance avec troubles de santé mentale",montreal,logement,sante,oui
habitations du réseau de l'académie (les) - phase 6 - mont-royal,"2432, avenue du Mont-Royal Est Le Plateau-Mont-Royal Montréal QC H2H 1L1",Logement social communautaire permanent. Studios meublés incluant câble et buanderie. Soutien communautaire.,514 658-8013,info@resac.org,www.resac.org,île de Montréal,"personnes autonomes à faible revenu de 60 ans et plus, vivant ou ayant vécu des troubles de santé mentale graves ou modérés et étant sans abri ou à risque d'itinérance",montreal,logement,sante,oui
centre didache (le),"1871, boulevard Rosemont Rosemont—La Petite-Patrie Montréal QC H2G 1S7","Activités pour personnes autistes ou vivant avec une déficience intellectuelle et soutien à leurs familles. Information, soutien et référence. Camp de jour estival. Camp de jour de la relâche scolaire...",514 274-9358,centredidache@hotmail.ca,www.centredidache.com,île de Montréal,"personnes autistes ou vivant avec une déficience intellectuelle, leur famille, camp de jour estival: enfants autistes de 6 à 18 ans, Samedis magiques: enfants de 6 à 12 ans, programme transition: adultes autistes",montreal,sante,developpement_enfants_familles,non
transition centre-sud,"1819, boulevard Rosemont Rosemont—La Petite-Patrie Montréal QC H2G 1S5",Centre en délinquance pour adulte. Maison L'issue: intervention en hébergement pour hommes libérés sous conditions. La Passerelle: intervention en communauté pour probationnaires. Point Final: program...,514 270-6633,info@transitioncentresud.ca,www.transitioncentresud.ca,le Québec,"personnes de 18 ans et plus s'identifiant comme homme, libérés sous ordonnance de libération conditionnelle, ordonnance d'emprisonnement avec sursis (suspended sentence order en anglais) ou ordonnance de probation",provincial,soutien_vulnerabilite,defense_droits,non
passerelle (la),"1819, boulevard Rosemont Rosemont—La Petite-Patrie Montréal QC H2G 1S5",Suivi dans la communauté pour personnes en libération conditionnelle.,514 270-6633,info@transitioncentresud.ca,transitioncentresud.ca/la-passerelle/suivi-communautaire,île de Montréal,"personnes de 18 ans et plus s'identifiant comme homme, ayant séjourné à la Maison l'issue ou libérés sous ordonnance de libération conditionnelle, ordonnance d'emprisonnement avec sursis ou ordonnance de probation",montreal,soutien_vulnerabilite,defense_droits,non
service d'interprétation visuelle et tactile,"2725, rue Rachel Est, bureau 200 Le Plateau-Mont-Royal Montréal QC H2H 1S6","Interprétation pour santé et services sociaux, services gouvernementaux, services juridiques, travail et activités syndicales, rôle et soutien parental, services et biens de consommation, vie associat...",514 285-8877,info@sivet.ca,sivet.ca,"Lanaudière, Laurentides, île de Montréal, Laval, Montérégie",personnes sourdes ou malentendantes,grand_montreal,sante,soutien_vulnerabilite,non
